,Links,Judul,Deskripsi,Harga,Rating,Review
58,https://www.airbnb.com/rooms/18275337?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1e102cd3-6380-4711-aa9a-cefdd2c7562e,Studio villa at Imah Picung,4 guests · 1 bedroom · 1 bed · 1 bath,$105,4.94, (16 reviews)
59,https://www.airbnb.com/rooms/41073037?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Majastay Bogor,8 guests · 2 bedrooms · 2 beds · 2 baths,$112,4.62, (26 reviews)
60,https://www.airbnb.com/rooms/33914460?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Luxury Mansion in Quiet Surrounds 24 security,10 guests · 3 bedrooms · 3 beds · 3 baths,$307,4.71, (24 reviews)
61,https://www.airbnb.com/rooms/26625215?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Villa Green hill - greenish garden and flowers,15 guests · 3 bedrooms · 3 beds · 2 baths,$114,4.71, (68 reviews)
62,https://www.airbnb.com/rooms/13105134?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Million Dollar View 1 Villa,16 guests · 4 bedrooms · 12 beds · 4.5 baths,$176,4.65, (188 reviews)
63,https://www.airbnb.com/rooms/48033539?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,MARGONDA - MALL - UNIVERSITY OF INDONESIA,4 guests · 1 bedroom · 2 beds · 1 bath,$18,5.0, (5 reviews)
64,https://www.airbnb.com/rooms/41467071?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Comfortable Kilimanjaro Villa at Vimala Hills,10 guests · 2 bedrooms · 2 beds · 2 baths,$91,4.88, (17 reviews)
65,https://www.airbnb.com/rooms/17078751?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Nicely furnished comfortable 2BR Apartment,3 guests · 2 bedrooms · 2 beds · 2 baths,$22,4.81, (136 reviews)
66,https://www.airbnb.com/rooms/45476396?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Samboga Private Pool&Villa Bernuansa Modern Tropis,15 guests · 3 bedrooms · 3 beds · 3 baths,$137,5.0, (6 reviews)
67,https://www.airbnb.com/rooms/43656362?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Dharma Villa Collection at Gadog,2 guests · 1 bedroom · 2 beds · 1 bath,$105,4.98, (52 reviews)
68,https://www.airbnb.com/rooms/46479275?previous_page_section_name=1000&translate_ugc=false&federated_search_id=cca492b1-0fe4-4f9d-9478-2eabf580b475,Vimala Hills villa and resort Ciawi Puncak- KLI-23,15 guests · 3 bedrooms · 11 beds · 4.5 baths,$103,4.92, (12 reviews)
